"Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012"
"External debt stocks, variable rate (DOD, current US$)","DT.DOD.VTOT.CD","","","","","","","","","","",0.0,100000000.0,100000000.0,139100000.0,267000000.0,277000000.0,295000000.0,388364000.0,467473000.0,490977000.0,790412000.0,1482065000.0,1800189000.0,2201689000.0,2933344000.0,3736750000.0,4901559000.0,7322365000.0,9191218000.0,11026360000.0,12229282000.0,13448266000.0,13952511000.0,15815599000.0,21632755000.0,21078412000.0,22911079000.0,24583351000.0,24818835000.0,24973096000.0,33404034000.0,33318012000.0,30806101000.0,59935327000.0,63466455000.0,68611564000.0,88136075000.0,1.18896435e+11,1.31434184e+11,1.52296911e+11,1.73393776e+11,1.92398832e+11,""
"Debt buyback (current US$)","DT.DSB.DPPG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
"Debt stock reduction (current US$)","DT.DSF.DPPG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
"Debt stock rescheduled (current US$)","DT.DXR.DPPG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
"Average grace period on new external debt commitments (years)","DT.GPA.DPPG","","","","","","","","","","",0.0,8.6429,8.1598,7.8631,8.6291,7.3786,6.895,7.9354,9.2064,8.0355,7.1936,7.9844,6.5893,6.4835,7.5894,6.9151,7.0295,7.391,6.3365,6.3542,7.861,6.7698,6.7632,5.233,7.9692,7.5886,6.6802,6.3499,6.1165,6.4819,5.3898,6.6379,7.1422,6.7953,6.171,6.4834,4.5826,5.4096,4.866,5.8438,6.4998,5.2667,""
"Average grace period on new external debt commitments, official (years)","DT.GPA.OFFT","","","","","","","","","","",0.0,8.7181,8.547,8.0762,8.7513,7.4094,7.1374,8.5838,9.297,8.7732,8.2987,8.0842,7.1072,7.1238,7.7524,6.5064,6.414,6.6437,6.6084,5.7415,8.3779,7.4334,6.7262,7.0915,8.5316,8.2618,8.194,7.8035,9.3417,7.1484,6.5369,6.7528,7.4422,7.0738,6.5886,6.8788,5.0443,6.1548,5.3488,6.4932,8.4129,4.9849,""
"Average grace period on new external debt commitments, private (years)","DT.GPA.PRVT","","","","","","","","","","",0.0,3.5791,3.7041,4.0775,2.5255,4.5855,0.5656,0.6768,1.3166,1.5719,4.0022,7.5037,5.8266,5.8981,7.1989,7.7371,7.6743,8.8476,6.1062,7.3944,7.348,5.2881,6.8157,3.3854,3.6283,4.7591,4.6035,4.6937,5.149,2.6521,4.7773,3.6521,4.663,1.9286,2.491,4.3481,3.9226,3.8706,2.5154,2.4601,3.5979,5.8141,""
"Average grant element on new external debt commitments (%)","DT.GRE.DPPG","","","","","","","","","","",0.0,48.5493,44.6293,61.2346,53.2775,36.3737,36.7089,46.6676,69.5468,46.1387,41.3301,45.1648,22.9122,21.122,25.1992,19.4586,15.0938,26.342,21.5145,19.5236,34.0963,29.7865,33.9961,27.3366,46.9982,44.9742,35.438,33.3553,33.0315,43.4619,25.6026,46.4504,54.8717,57.698,55.1907,46.9579,38.99,37.4503,51.2618,59.2321,56.119,52.5371,""
"Average grant element on new external debt commitments, official (%)","DT.GRE.OFFT","","","","","","","","","","",0.0,49.042,48.5083,64.6808,54.3441,36.7744,38.1151,50.836,70.3449,51.4047,54.6457,53.1648,33.1097,38.4957,32.9961,24.9837,23.2645,34.5058,30.6864,24.5815,49.3347,41.5626,51.5814,46.056,51.6843,51.6997,49.4684,49.4544,52.5362,49.0189,33.085,47.7057,58.1745,59.7179,58.0186,52.1075,51.2869,48.3465,57.389,67.5964,74.0182,63.2831,""
"Average grant element on new external debt commitments, private (%)","DT.GRE.PRVT","","","","","","","","","","",0.0,15.3881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8767,6.6014,7.895,5.2397,6.5179,8.3472,6.5342,10.4313,13.7496,10.9375,18.971,3.4931,9.0082,8.7278,10.8251,16.7089,16.19,15.012,27.1805,11.5289,21.6078,13.84,27.5784,22.3953,30.2713,19.1511,21.4123,14.9476,21.4304,15.6478,28.9683,31.6682,""
"Average interest on new external debt commitments (%)","DT.INR.DPPG","","","","","","","","","","",0.0,2.0994,1.6389,1.9611,2.1836,2.5427,3.9873,3.0324,1.913,4.0099,5.4185,4.9914,7.071,6.9015,6.9154,5.992,6.1495,5.7017,6.2737,5.7982,5.3622,5.8443,4.9667,5.9282,3.9053,3.8888,4.6209,5.0734,3.2318,3.9077,4.6956,3.5431,2.2725,1.9078,2.3687,3.129,3.4236,4.5267,2.4308,1.4209,1.411,1.6151,""
"Average interest on new external debt commitments, official (%)","DT.INR.OFFT","","","","","","","","","","",0.0,2.0576,1.2553,1.6678,2.0666,2.4933,3.838,2.495,1.7944,2.6215,2.4643,3.8683,6.0802,4.4109,6.0357,4.9151,5.2552,4.8444,5.4099,4.5106,3.8828,4.2416,3.4404,3.9954,3.5006,3.4688,3.7846,3.6739,3.4457,3.7444,5.5532,3.4731,2.2401,1.9601,2.1518,2.8649,3.0717,3.5407,2.0262,1.0111,0.8076,0.9796,""
"Average interest on new external debt commitments, private (%)","DT.INR.PRVT","","","","","","","","","","",0.0,4.9105,6.0523,7.1733,8.0296,7.0284,7.8853,9.0486,12.2487,16.1747,13.9495,10.4054,8.5302,9.1782,9.0231,8.1578,7.0863,7.3724,7.005,7.9839,6.8306,9.4227,7.1355,7.8496,7.0299,5.6539,5.7682,6.668,3.1676,4.8461,4.2378,5.3621,2.5403,0.994,4.2805,4.555,3.9268,6.5628,4.4007,3.5563,2.3264,2.8492,""
"PPG, bilateral (INT, current US$)","DT.INT.BLAT.CD","","","","","","","","","","",0.0,156313000.0,174703000.0,181558000.0,182534000.0,186261000.0,192191000.0,208423000.0,245516000.0,254899000.0,251262000.0,242306000.0,214966000.0,219268000.0,212561000.0,294604000.0,296086000.0,324583000.0,363870000.0,712114000.0,751511000.0,714929000.0,730810000.0,729802000.0,818802000.0,811037000.0,726700000.0,699272000.0,660250000.0,664772000.0,601506000.0,535268000.0,511455000.0,732067000.0,550259000.0,605497000.0,430489000.0,392839000.0,416694000.0,451223000.0,433934000.0,472825000.0,580800000.0
"PPG, bilateral concessional (INT, current US$)","DT.INT.BLTC.CD","","","","","","","","","","",0.0,126291000.0,144447000.0,153828000.0,159873000.0,165329000.0,176361000.0,195205000.0,233387000.0,243929000.0,237139000.0,224537000.0,199370000.0,190499000.0,182222000.0,230832000.0,225291000.0,255346000.0,294128000.0,619404000.0,628313000.0,599783000.0,619606000.0,628107000.0,675829000.0,691114000.0,625401000.0,543830000.0,514559000.0,519894000.0,475837000.0,448458000.0,408616000.0,635755000.0,510188000.0,540948000.0,370165000.0,338378000.0,346113000.0,399696000.0,400671000.0,441286000.0,""
"Interest payments on external debt, total (INT, current US$)","DT.INT.DECT.CD","","","","","","","","","","",0.0,223223000.0,245444000.0,258963000.0,270123000.0,290600000.0,310404000.0,316977000.0,383235000.0,474379000.0,646067000.0,790658000.0,1114401000.0,1462164000.0,1759174000.0,1968942000.0,2323636000.0,2698551000.0,2806414000.0,4060829000.0,4795863000.0,4555056000.0,4108178000.0,4169136000.0,4602834000.0,4930648000.0,4384820000.0,4874914000.0,5108243000.0,3816348000.0,4231724000.0,4436635000.0,4238497000.0,5551987000.0,4446162000.0,4538887000.0,4989138000.0,7306682000.0,7287492000.0,5532151000.0,5392137000.0,7039350000.0,""
"Interest payments on external debt (% of exports of goods, services and primary income)","DT.INT.DECT.EX.ZS","","","","","","","","","","","","","","","",5.15525284399,4.65962872222,4.04257477897,4.50090573809,4.54886930366,5.2388250251,6.47743768166,8.72885477123,10.7990334433,12.6460311167,14.7181330962,16.6046293899,17.1913370839,15.8301972095,19.5892173199,20.5412762108,19.5899345046,16.2184478908,15.1613897132,14.2144191934,12.4830211036,10.3448062095,10.5297942963,10.7377141358,7.1593557209,6.77587610341,6.75760136707,5.74263391928,6.28865298636,3.67726277628,2.83276811834,2.47580867015,2.89108114653,2.2722805466,2.01476864261,1.49954307778,1.57567991046,""
"Interest payments on external debt (% of GNI)","DT.INT.DECT.GN.ZS","","","","","","","","","","","",0.327588766358,0.339358190063,0.299027904033,0.267695997863,0.29087681854,0.297728381525,0.256982567346,0.274683829188,0.304354871757,0.339979378862,0.401495427169,0.547413046999,0.661089623881,0.819439068131,0.836348031106,0.922294444546,0.957247075547,0.939589038793,1.36363579098,1.48753062437,1.68249383052,1.42223701947,1.48715957816,1.39968603687,1.35991604105,1.10699290994,1.16178171341,1.20142365836,0.828230242048,0.900911858944,0.90882826688,0.816114866745,0.90560972492,0.620447636255,0.547964206305,0.529760608379,0.592302966834,0.598838180766,0.408859565881,0.32346222202,0.384555550466,""
"IMF charges (INT, current US$)","DT.INT.DIMF.CD","","","","","","","","","","",0.0,0.0,0.0,0.0,1404000.0,20715000.0,28634000.0,15762000.0,7444000.0,0.0,4390000.0,25789000.0,144973000.0,279323000.0,381208000.0,346823000.0,308375000.0,290605000.0,235662000.0,184262000.0,131497000.0,204320000.0,271838000.0,270783000.0,223920000.0,182549000.0,87898000.0,50108000.0,24361000.0,43451000.0,39538000.0,19338000.0,17688000.0,14959000.0,22411000.0,29499000.0,41707000.0,36814000.0,8603000.0,14344000.0,19605000.0,6718000.0,""
"Interest payments on external debt, long-term (INT, current US$)","DT.INT.DLXF.CD","","","","","","","","","","",0.0,223223000.0,245444000.0,258963000.0,268719000.0,269885000.0,281770000.0,301215000.0,375791000.0,401370000.0,507686000.0,568337000.0,742417000.0,922057000.0,989437000.0,1296083000.0,1659286000.0,1978925000.0,2133778000.0,3306961000.0,3765745000.0,3524736000.0,3437700000.0,3531353000.0,4066914000.0,4363099000.0,4028922000.0,4475556000.0,4756621000.0,3563597000.0,4007436000.0,4305222000.0,4074809000.0,5472931000.0,4225886000.0,4195788000.0,4523518000.0,5487979000.0,5716123000.0,4939091000.0,4672196000.0,6192007000.0,8592869000.0
"Interest payments on external debt, private nonguaranteed (PNG) (INT, current US$)","DT.INT.DPNG.CD","","","","","","","","","","",0.0,5800000.0,5900000.0,9800000.0,19000000.0,17000000.0,19000000.0,17000000.0,22000000.0,22000000.0,30000000.0,37000000.0,126000000.0,130000000.0,138000000.0,154000000.0,158000000.0,147450000.0,126660000.0,140000000.0,135000000.0,126000000.0,123300000.0,139071000.0,391036000.0,531426000.0,425990000.0,173443000.0,467058000.0,502009000.0,629903000.0,1159148000.0,1035358000.0,2623801000.0,2841927000.0,1173939000.0,3232847000.0,4038374000.0,4194003000.0,3620388000.0,3612043000.0,4995859000.0,6759909000.0
"Interest payments on external debt, public and publicly guaranteed (PPG) (INT, current US$)","DT.INT.DPPG.CD","","","","","","","","","","",0.0,217423000.0,239544000.0,249163000.0,249719000.0,252885000.0,262770000.0,284215000.0,353791000.0,379370000.0,477686000.0,531337000.0,616417000.0,792057000.0,851437000.0,1142083000.0,1501286000.0,1831475000.0,2007118000.0,3166961000.0,3630745000.0,3398736000.0,3314400000.0,3392282000.0,3675878000.0,3831673000.0,3602932000.0,4302113000.0,4289563000.0,3061588000.0,3377533000.0,3146074000.0,3039451000.0,2849130000.0,1383959000.0,3021849000.0,1290671000.0,1449605000.0,1522120000.0,1318703000.0,1060153000.0,1196148000.0,""
"Interest payments on external debt, short-term (INT, current US$)","DT.INT.DSTC.CD","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73009000.0,133991000.0,196532000.0,227011000.0,260784000.0,388529000.0,326036000.0,355975000.0,429021000.0,436974000.0,569606000.0,898621000.0,826000000.0,398640000.0,367000000.0,312000000.0,385000000.0,268000000.0,349250000.0,327261000.0,209300000.0,184750000.0,112075000.0,146000000.0,64097000.0,197865000.0,313600000.0,423913000.0,1781889000.0,1562766000.0,578716000.0,700336000.0,840625000.0,""
"PPG, IBRD (INT, current US$)","DT.INT.MIBR.CD","","","","","","","","","","",0.0,27881000.0,29416000.0,33633000.0,32146000.0,32293000.0,31150000.0,34440000.0,52969000.0,63027000.0,65890000.0,70775000.0,100326000.0,158392000.0,169126000.0,208805000.0,295400000.0,377974000.0,473967000.0,529241000.0,615063000.0,642848000.0,708544000.0,720913000.0,767806000.0,770082000.0,673638000.0,590174000.0,536050000.0,490540000.0,428491000.0,367074000.0,340901000.0,261671000.0,89283000.0,159429000.0,280052000.0,356291000.0,312846000.0,213230000.0,85803000.0,99657000.0,""
"PPG, IDA (INT, current US$)","DT.INT.MIDA.CD","","","","","","","","","","",0.0,7820000.0,14467000.0,14428000.0,15635000.0,17816000.0,21222000.0,24996000.0,27389000.0,30449000.0,34641000.0,39873000.0,46118000.0,57743000.0,68310000.0,70801000.0,89647000.0,97001000.0,98761000.0,90236000.0,96190000.0,101023000.0,108783000.0,114382000.0,121192000.0,130813000.0,130408000.0,130966000.0,134810000.0,139329000.0,138892000.0,141320000.0,147912000.0,164481000.0,186965000.0,187192000.0,185273000.0,189487000.0,200555000.0,185611000.0,189107000.0,208257000.0,""
"PPG, multilateral (INT, current US$)","DT.INT.MLAT.CD","","","","","","","","","","",0.0,35701000.0,43883000.0,48061000.0,47781000.0,50109000.0,52372000.0,59493000.0,80467000.0,93673000.0,101019000.0,111250000.0,147396000.0,217738000.0,239557000.0,281551000.0,387379000.0,478471000.0,581384000.0,639536000.0,737041000.0,795773000.0,898922000.0,940311000.0,1014148000.0,1060836000.0,965568000.0,906736000.0,886869000.0,874747000.0,834554000.0,772457000.0,736925000.0,571748000.0,360177000.0,456111000.0,646490000.0,780067000.0,745107000.0,557372000.0,360741000.0,389397000.0,585301000.0
"PPG, multilateral concessional (INT, current US$)","DT.INT.MLTC.CD","","","","","","","","","","",0.0,7820000.0,14467000.0,14428000.0,15635000.0,17816000.0,21222000.0,25053000.0,27498000.0,30646000.0,35129000.0,40475000.0,47060000.0,59167000.0,70120000.0,72400000.0,91566000.0,99302000.0,101637000.0,93570000.0,99731000.0,104491000.0,112397000.0,117850000.0,124374000.0,134523000.0,135110000.0,136033000.0,138545000.0,143500000.0,142331000.0,144754000.0,151284000.0,167710000.0,190636000.0,190972000.0,190097000.0,193612000.0,204747000.0,189292000.0,192931000.0,213345000.0,""
"PPG, official creditors (INT, current US$)","DT.INT.OFFT.CD","","","","","","","","","","",0.0,192014000.0,218586000.0,229619000.0,230315000.0,236370000.0,244563000.0,267916000.0,325983000.0,348572000.0,352281000.0,353556000.0,362362000.0,437006000.0,452118000.0,576155000.0,683465000.0,803054000.0,945254000.0,1351650000.0,1488552000.0,1510702000.0,1629732000.0,1670113000.0,1832950000.0,1871873000.0,1692268000.0,1606008000.0,1547119000.0,1539519000.0,1436060000.0,1307725000.0,1248380000.0,1303815000.0,910436000.0,1061608000.0,1076979000.0,1172906000.0,1161801000.0,1008595000.0,794675000.0,862222000.0,1166101000.0
"PPG, bonds (INT, current US$)","DT.INT.PBND.CD","","","","","","","","","","",0.0,101000.0,87000.0,85000.0,81000.0,79000.0,74000.0,75000.0,81000.0,81000.0,84000.0,76000.0,70000.0,3141000.0,3075000.0,16126000.0,52377000.0,77075000.0,105316000.0,143760000.0,179848000.0,193644000.0,229844000.0,255334000.0,217442000.0,187311000.0,572630000.0,100322000.0,116176000.0,227526000.0,142866000.0,341561000.0,335900000.0,1390854000.0,315313000.0,1798873000.0,40299000.0,40591000.0,60649000.0,60026000.0,39263000.0,51192000.0,289547000.0
"PPG, commercial banks (INT, current US$)","DT.INT.PCBK.CD","","","","","","","","","","",0.0,6267000.0,6014000.0,4914000.0,2352000.0,1865000.0,2008000.0,1646000.0,13250000.0,17714000.0,113290000.0,168156000.0,219386000.0,305159000.0,347486000.0,450087000.0,626856000.0,784316000.0,794780000.0,1521156000.0,1747851000.0,1425557000.0,1199276000.0,1203722000.0,1154503000.0,1264770000.0,888137000.0,2212640000.0,2295808000.0,1029564000.0,1735910000.0,1444791000.0,1436399000.0,140532000.0,147919000.0,151903000.0,168843000.0,230046000.0,292652000.0,243673000.0,221029000.0,277705000.0,373738000.0
"PNG, bonds (INT, current US$)","DT.INT.PNGB.CD","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,771000.0,20136000.0,56126000.0,88341000.0,154066000.0,265155000.0,242699000.0,224319000.0,143365000.0,127145000.0,77380000.0,85099000.0,141061000.0,216664000.0,329962000.0,278340000.0,289533000.0,420502000.0,848358000.0,""
"PNG, commercial banks and other creditors (INT, current US$)","DT.INT.PNGC.CD","","","","","","","","","","",0.0,5800000.0,5900000.0,9800000.0,19000000.0,17000000.0,19000000.0,17000000.0,22000000.0,22000000.0,30000000.0,37000000.0,126000000.0,130000000.0,138000000.0,154000000.0,158000000.0,147450000.0,126660000.0,140000000.0,135000000.0,126000000.0,123300000.0,138300000.0,370900000.0,475300000.0,337649000.0,19377000.0,201903000.0,259310000.0,405584000.0,1015783000.0,908213000.0,2546421000.0,2756828000.0,1032878000.0,3016183000.0,3708412000.0,3915663000.0,3330855000.0,3191541000.0,4147501000.0,""
"PPG, other private creditors (INT, current US$)","DT.INT.PROP.CD","","","","","","","","","","",0.0,19041000.0,14857000.0,14545000.0,16971000.0,14571000.0,16125000.0,14578000.0,14477000.0,13003000.0,12031000.0,9549000.0,34599000.0,46751000.0,48758000.0,99715000.0,138588000.0,167030000.0,161768000.0,150395000.0,214494000.0,268833000.0,255548000.0,263113000.0,470983000.0,507719000.0,449897000.0,383143000.0,330460000.0,264979000.0,62697000.0,51997000.0,18772000.0,13929000.0,10291000.0,9465000.0,4550000.0,6062000.0,7018000.0,6409000.0,5186000.0,5029000.0,3574000.0
"PPG, private creditors (INT, current US$)","DT.INT.PRVT.CD","","","","","","","","","","",0.0,25409000.0,20958000.0,19544000.0,19404000.0,16515000.0,18207000.0,16299000.0,27808000.0,30798000.0,125405000.0,177781000.0,254055000.0,355051000.0,399319000.0,565928000.0,817821000.0,1028421000.0,1061864000.0,1815311000.0,2142193000.0,1888034000.0,1684668000.0,1722169000.0,1842928000.0,1959800000.0,1910664000.0,2696105000.0,2742444000.0,1522069000.0,1941473000.0,1838349000.0,1791071000.0,1545315000.0,473523000.0,1960241000.0,213692000.0,276699000.0,360319000.0,310108000.0,265478000.0,333926000.0,666859000.0
"Interest arrears, public and publicly guaranteed (current US$)","DT.IXA.DPPG.CD","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
"Net change in interest arrears (current US$)","DT.IXA.DPPG.CD.CG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
"Interest arrears, official creditors (current US$)","DT.IXA.OFFT.CD","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
"Interest arrears, private creditors (current US$)","DT.IXA.PRVT.CD","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
"Interest forgiven (current US$)","DT.IXF.DPPG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
"Interest rescheduled (capitalized) (current US$)","DT.IXR.DPPG.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
"Interest rescheduled, official (current US$)","DT.IXR.OFFT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
"Interest rescheduled, private (current US$)","DT.IXR.PRVT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,""
"Average maturity on new external debt commitments (years)","DT.MAT.DPPG","","","","","","","","","","",0.0,36.8066,35.3255,36.8349,34.3014,29.5671,26.9661,34.2985,44.4596,36.5625,32.4863,32.8742,24.6836,21.6648,25.7156,23.8705,19.5231,22.6214,17.8299,19.1029,21.8246,20.2651,23.2308,18.995,24.9079,22.6823,19.3611,19.1929,11.1042,23.2456,11.5035,23.8128,23.8068,24.4055,24.6898,21.5177,18.2327,19.6604,23.3625,23.7002,21.4502,19.1734,""
"Average maturity on new external debt commitments, official (years)","DT.MAT.OFFT","","","","","","","","","","",0.0,37.1873,37.2052,38.2418,34.7922,29.7421,27.6216,36.5433,44.8777,39.7547,40.0262,36.9702,31.9731,31.8346,31.0977,28.8461,25.6266,27.1789,24.6695,22.8349,28.6642,25.7651,29.6524,26.5724,27.0825,26.6851,28.1689,26.9463,27.0448,26.6524,23.6572,24.5888,26.0802,25.5608,25.7562,24.5606,27.466,24.3659,26.37,27.5774,31.3077,25.1621,""
"Average maturity on new external debt commitments, private (years)","DT.MAT.PRVT","","","","","","","","","","",0.0,11.1874,13.6995,11.835,9.7873,13.6816,9.8544,9.1663,8.0299,8.5924,10.7122,13.1292,13.9488,12.3681,12.8201,13.8645,13.129,13.7391,12.0396,12.7678,15.0357,7.9848,14.1059,11.4624,8.1212,5.8597,7.2779,10.3587,6.3223,3.6684,5.0148,3.6521,5.02,4.2143,15.2928,5.0862,5.0343,9.9426,8.72,3.4967,6.4976,7.5435,""
"Net financial flows, bilateral (NFL, current US$)","DT.NFL.BLAT.CD","","","","","","","","","","",0.0,539460000.0,323919000.0,311569000.0,447786000.0,787783000.0,501018000.0,291569000.0,149339000.0,3590000.0,139181000.0,-41988000.0,-6583000.0,118672000.0,362307000.0,218211000.0,306135000.0,708907000.0,425899000.0,857994000.0,716612000.0,843108000.0,960081000.0,646592000.0,-172188000.0,-1472003000.0,-827946000.0,-1204358000.0,204073000.0,360866000.0,-841580000.0,-670677000.0,-456740000.0,-1435683000.0,-896244000.0,-737988000.0,-457388000.0,285250000.0,538893000.0,354701000.0,820156000.0,208182000.0,""
"PPG, bilateral concessional (NFL, current US$)","DT.NFL.BLTC.CD","","","","","","","","","","",0.0,562754000.0,373809000.0,382343000.0,505780000.0,831747000.0,560249000.0,322325000.0,177228000.0,-20909000.0,56633000.0,-30657000.0,-45133000.0,-6562000.0,161739000.0,173011000.0,297121000.0,633607000.0,327452000.0,450005000.0,555594000.0,758155000.0,952769000.0,625356000.0,-208137000.0,-1283404000.0,-774959000.0,-1202650000.0,-66739000.0,298813000.0,-716251000.0,-484600000.0,-304408000.0,-1193092000.0,-647521000.0,-532203000.0,-273356000.0,-91835000.0,124257000.0,318430000.0,776108000.0,213648000.0,""
"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)","DT.NFL.BOND.CD","","","","","","","","","","","","","","","","","","","","","","",9500000.0,18708000.0,234300000.0,305970000.0,271179000.0,107638000.0,675249000.0,687832000.0,137060000.0,1387225000.0,-204092000.0,456431000.0,-29680000.0,284756000.0,-186482000.0,1869209000.0,4125555000.0,-1118034000.0,5484814000.0,-401949000.0,-532739000.0,-3533647000.0,3488198000.0,-3939701000.0,5346601000.0,9459642000.0,1753880000.0,1971617000.0,10338667000.0,-282037000.0,""
"Net flows on external debt, total (NFL, current US$)","DT.NFL.DECT.CD","","","","","","","","","","",0.0,613996000.0,505919000.0,628286000.0,1519504000.0,1618829000.0,719365000.0,412357000.0,543189000.0,609328000.0,3303228000.0,2926890000.0,5327844000.0,4954595000.0,3746864000.0,4126873000.0,4074756000.0,4944089000.0,7802570000.0,5521149000.0,5952743000.0,3676607000.0,4671893000.0,1841964000.0,1866911000.0,-744652000.0,729075000.0,-1619010000.0,3030416000.0,-1110534000.0,3357527000.0,-1800432000.0,-1754586000.0,714230000.0,3889028000.0,1948761000.0,36312123000.0,43395463000.0,22733717000.0,18427152000.0,34233974000.0,42193100000.0,""
"Net flows on external debt, long-term (NFL, current US$)","DT.NFL.DLXF.CD","","","","","","","","","","",0.0,613996000.0,473919000.0,526356000.0,845697000.0,1338292000.0,1030492000.0,807679000.0,576346000.0,663961000.0,1704984000.0,1933637000.0,2540172000.0,2694830000.0,3344172000.0,3695220000.0,4116234000.0,5277077000.0,8339824000.0,5386185000.0,3899684000.0,4373820000.0,4109491000.0,4367219000.0,2381804000.0,197272000.0,36898000.0,679198000.0,4134946000.0,-451311000.0,3853918000.0,-1080432000.0,-3105586000.0,-1519771000.0,3352029000.0,-3239000.0,20031123000.0,32399463000.0,15005330000.0,15645539000.0,24388974000.0,20589100000.0,""
"Net flows on external debt, private nonguaranteed (PNG) (NFL, current US$)","DT.NFL.DPNG.CD","","","","","","","","","","",0.0,0.0,0.0,-36300000.0,3000000.0,51000000.0,-1000000.0,28000000.0,-12000000.0,8000000.0,194000000.0,337000000.0,136000000.0,146000000.0,145000000.0,140000000.0,-155000000.0,58671000.0,-104271000.0,-82000000.0,-104431000.0,35800000.0,-52500000.0,565010000.0,743741000.0,1022900000.0,544776000.0,1593709000.0,208290000.0,-607494000.0,51367000.0,146017000.0,273719000.0,7518743000.0,2970273000.0,5836639000.0,16449183000.0,25231154000.0,9650049000.0,10596162000.0,5214968000.0,13802896000.0,""
