"HOTEL NAME","ADDRESS","STATE","PHONE","FAX","EMAIL ID","WEBSITE","TYPE","Rooms"
"The Leela Palace Kempinski","""P.O. Box No. 125Lake Pichola, Udaipur - 313 001, RAJASTHAN""","RAJASTHAN","0294-6701234","0294-6701212","businesscentre@theleela.com","www.theleela.com","5 Star Deluxe",80.0
"JAI MAHAL PALACE HOTEL","""JACOB ROAD,CIVIL LINES, Jaipur, RAJASTHAN""","RAJASTHAN",1416601111.0,1416601057.0,"jaimahal.jaipur@tajhotels.com","tajhotels.com","5 Star Deluxe",100.0
"Mayfair Spa & Resort","""(Unit of Mayfair Hotels & Resorts (Sikkim) Pvt. Ltd.)Lower Samdur Block, Ranipool - 737135, Gangtok, SIKKIM""","SIKKIM","0359-2250555/666","0359-2251009","gangtok@mayfairhotels.com","NA","5 Star Deluxe",63.0
"Taj Mount Road","""No. 2Club House Road, Chennai - 600 002, TAMIL NADU""","TAMIL NADU","044-66313131","044-66313030","clubhouse.chennai@tajhotels.com/mountroad.chennai@tajhotels.com","NA","5 Star Deluxe",220.0
"THE PARK ","""UNIT :APEEJAY -SURRENDRA PARK HOTELS LTD 601, ANNA SALAI , Chennai, TAMIL NADU ""","TAMIL NADU",4452144000.0,4452144100.0,"tpch@theparkhotels.com","NA","5 Star Deluxe",214.0
"Vivanta by Taj - Fishermans Cove","""Covelong Beach, Kanchipuram Dist. - 603112, TAMIL NADU""","TAMIL NADU","044-67413333","044-67413330","vivanta.fishcove@tajhotels.com","www.vivantabytaj.com","5 Star Deluxe",88.0
"Taj Coromandel","""37Mahatma Gandhi Salai, Nungambakkam, Chennai - 600 034, TAMIL NADU""","TAMIL NADU","044-66002827","044-66002089","coromandel.chennai@tajhotels.com","www.tajhotels.com","5 Star Deluxe",205.0
"Le Royal Meridien Chennai","""(Owned by Appu Hotels Limited)No. 1, G.S.T. Road, St. Thomas Mount, Chennai - 600 016, TAMIL NADU""","TAMIL NADU","044-22314343, 435345","044-22314344","reservation@leroyalmeridien-chennai.com","NA","5 Star Deluxe",240.0
"ITC The Mughal","""Fatehabad RoadTajganj, Agra - 282 001, UTTAR PRADESH""","UTTAR PRADESH","0562-4021700","0562-2331730","reservations.itcmughal@itchotels.in","www.itchotels.in","5 Star Deluxe",233.0
"Jaypee Greens Golf & Spa Resort","""A division of Jaiprakash Associates Ltd. G-Block, Surajpur Kasna Road Gautam Budh Nagar, Greater Noida, UTTAR PRADESH""","UTTAR PRADESH",1206743000.0,1202324720.0,"reservation.jggr@jaypeehotels.com","NA","5 Star Deluxe",170.0
"Vivanta by Taj ","""Vipin Khand Gomti Nagar , Lucknow , UTTAR PRADESH""","UTTAR PRADESH",522671100.0,522671166.0,"residency.lucknow@tajhotels.com","NA","5 Star Deluxe",110.0
"Taj Ganges Varanasi","""Nadesar Palace GraoundsNadesar, Varanasi - 221002, UTTAR PRADESH""","UTTAR PRADESH","0542-2503001/019","0542-2501343","ganges.varanasi@tajhotels.com","www.tajhotels.com","5 Star Deluxe",130.0
"Radisson Hotel","""Taj East Gate Road, Agra - 282 001, UTTAR PRADESH""","UTTAR PRADESH","0562-4055555","0562-4055556","reservations@rdagra.in","www.radisson.com","5 Star Deluxe",140.0
"Radisson MBD Hotel","""Plot No. L-2Sector - 18, Noida - 201 301, UTTAR PRADESH""","UTTAR PRADESH","0120-4300000","0120-4303000","reservations@radissonmbd.com","www.radissonblu.com","5 Star Deluxe",126.0
"Holiday Regency","""Holiday Regency (A Unit of Omsons Holiday Inn Pvt. ltd)Om Enclave, (KM, Delhi Road , NH-24, Moradabad, UTTAR PRADESH""","UTTAR PRADESH",591301235.0,5913012375.0,"info@holidayregency.com","holidayregency.com","5 Star Deluxe",74.0
"Jaypee Residency Manor","""Barlowganj, Mussoorie, UTTARAKHAND""","UTTARAKHAND",1352631800.0,1352631022.0,"jrm@jaypeehotels.com","NA","5 Star Deluxe",90.0
"ITC Sonar","""1, JBS Haldane AvenueOpp. Science City, Kolkata-700046, WEST BENGAL""","WEST BENGAL","033-23004516","033-23004500","reservations.itcsonar@itchotels.in","NA","5 Star Deluxe",239.0
"Hotel Ista Hyderabad","""Plot No-7, Road No. 2I.T. Park, Nanakramguda, Gachibowali, Hyderabad - 500019, ANDHRA PRADESH""","ANDHRA PRADESH","040-44508888","040-44509999","sales@istahyderabad.com","www.anandaspa.com","5 Star",157.0
"Hotel Novotel Hyderabad","""Novoel & HIVV Complex, Near Hitech City , P.O Bag No-1101, Cyberabad Post Office, Hyderabad, ANDHRA PRADESH""","ANDHRA PRADESH",4066824422.0,4066844422.0,"H6182-re@accor.com","NA","5 Star",288.0
"Novotel Hyderabad Airport ","""GMR Hyderabad International Airport Ltd., Rajiv Gandhi International Airport Shamshabad, Ranga Reddy Dist , ANDHRA PRADESH""","ANDHRA PRADESH",4066250000.0,4066250001.0,"reservations@novotelhyderabadairport.com","NA","5 Star",305.0
"The Gateway Hotel ","""Beach Road, Visakhapatnam , ANDHRA PRADESH""","ANDHRA PRADESH",8916623670.0,8912569867.0,"gateway.visakhapatnam@tajhotels.com","NA","5 Star",95.0
"Taj Deccan - Hyderabad","""Road No.1Banjara Hills, Hyderabad - 34, ANDHRA PRADESH""","ANDHRA PRADESH",4066662323.0,4066661313.0,"tdhgm.hyd@tajhotels.com","NA","5 Star",151.0
"Leo Meridian Infrastructure","""Bommaraspet (Village)Shamirpet Mandal, Ranga Reddy District, ANDHRA PRADESH""","ANDHRA PRADESH",4066404455.0,4066627744.0,"info@lmiphl.com","www.lmiphl.com","5 Star",88.0
"Hotel Mountview","""Sector 10, Chandigarh, CHANDIGARH""","CHANDIGARH",1724671111.0,1722742220.0,"mountview@citcochandigarh.com","NA","5 Star",155.0
"Hotel Crowne Plaza Today","""Plot No. 1Community Centre, Phase 1, Okhla, New Delhi - 110 020, DELHI""","DELHI","011-40687700-17","011-41634480","reservations@cpokhla.com","www.crowneplaza.com","5 Star",208.0
"Vivanta by Taj Ambassador","""Sujan Singh ParkCornwallis Road, New Delhi - 110003, DELHI""","DELHI","011-66261000","011-24632252","vivanta.ambassador@tajhotels.com","www.vivantabytaj.com","5 Star",88.0
"Fortune Select Regina ","""376, Off. Fort Aquada Road , Candolim , GOA""","GOA",8323988444.0,"","velu@acronindia.com","","5 Star",102.0
"Bogmallo Beach Resort","""P.O. Bogmallo, Goa - 403806, GOA""","GOA","0832-2538222-13","0832-2538236","bbrtwhl@sancharnet.in","www.bogmallobeachresort.com","5 Star",126.0
"DEVAAYA AYURVEDA SPA RESORT ","""DIWAR, ILHAS ,GOA , GOA""","GOA",83222280500.0,8322280678.0,"www.alconvictorgroup.com","NA","5 Star",57.0
"Holiday Inn Resort","""Mobor Beach Cavelossim Salcete,Goa, GOA""","GOA",8322871303.0,8322871333.0,"NA","NA","5 Star",203.0
"The Crown Goa","""(A unit of Vision Enterprises) Bairo Alto Dos Pilotos, Goa, GOA""","GOA",8322400000.0,8322400010.0,"reservations@thecrowngoa.com","NA","5 Star",43.0
"Hotel Neo Majestic","""Plot No. 104/1APorvorim, North Goa, GOA""","GOA","0832 2410378","0832 2415715","neomajestic@neomajestic.com","www.neomajestic.com","5 Star",50.0
"The Kenilworth Beach Resort & Spa","""Utorda, Salcete - 403 713, GOA""","GOA","0832-6698888","0832-2754183","kenilworthgoa@kenilworthhotels.com","www.kenilworthhotels.com","5 Star",104.0
"Hotel La Calypso Get Aways.","""Saunta Vaddo, Baga Calangute Road, Calanguta VPBardez Goa, GOA""","GOA",8322275777.0,8322275815.0,"reservations@lacalypsohotels.com","www.lacalypsohotels.com","5 Star",14.0
"The ""O""","""S. No. 114/1Next to Kingfisher Villa, Condolim, Bardez - 403515, GOA""","GOA",8323047000.0,8323047009.0,"info@ohotelsindia.com/res.goa@ohotelsindia.com","NA","5 Star",75.0
"Sun-n-Sand Hotel","""Bairo Alto Dos PilotosJose Falcao Road, Panjim, GOA""","GOA",8322400000.0,8322400010.0,"resgoa@sunnsandhotel.com","NA","5 Star",43.0
"The Imperial Palace ","""Dr Yagnik Road , Rajkot , GUJARAT""","GUJARAT",2812480000.0,2812480009.0,"mail@hotelimperialpalace.biz","NA","5 Star",80.0
"Le Meridien","""C/o. Associated Hotels Pvt. Ltd. Chand Suraj Estate Near Nehru Bridge, Khanpur, Ahmedabad, GUJARAT""","GUJARAT",7925505505.0,7925505501.0,"gmoffice.ahmedabad@lemeridien.com","NA","5 Star",63.0
"The Gateway Hotel Ummed","""International Airport CircleNext to Army Cantonment, Hansol, Ahmedabad - 382 475, GUJARAT""","GUJARAT","079-66661234","079-66664444","gateway.ahmedabad@tajhotels.com","www.thegatewayhotels.com","5 Star",91.0
"The Galaxy Hotel","""NH-8Sector-15, Part-II, Gurgaon - 122001, HARYANA""","HARYANA","0124-4565000","0124-4565151","info@galaxyhotel.in","www.galaxyhotel.in","5 Star",80.0
"THE CHANCERY PAVILION","""ELIXIR ENTERPRISES & HOTELS PVT LTD., NO-135, RESIDENCY ROAD, BANGALORE, KARNATAKA""","KARNATAKA",8041414141.0,8041414242.0,"gm@chanceryhotels.com","NA","5 Star",170.0
"The Zuri - Whitefield","""Rajpalya Hoodi - RoadWhitefield, Bengaluru - 560048, KARNATAKA""","KARNATAKA",8066657272.0,8066657282.0,"reservations@zuribangalore.com","www.thezurihotels.com","5 Star",162.0
"Fortune Park J. P. Palace","""No.-3 Abba RoadNazarabad Mohalla, Mysore, KARNATAKA""","KARNATAKA",8213988444.0,8213984444.0,"rahul.nama@fortunehotels.in","NA","5 Star",108.0
"Hotel Le Meridien - Bangalore","""No. 28, Sankey RoadP.B. No. 174, Bangalore - 560052, KARNATAKA""","KARNATAKA","080-22262233/2228282","080-22267676/2226205","reservations.bangalore@lemeridien.com/leme.bangalore@lemeridien.com","www.lemeridien-bangalore.com","5 Star",195.0
"Movenpick Hotel & Spa Bangalore","""115 Pipeline Road near BEL CircleGokula Extension, Bangalore, KARNATAKA""","KARNATAKA",8043001000.0,8043001010.0,"hotel.bangalore@moevenpick.com","moevenpick-hotel.com","5 Star",262.0
"Club Mahindra Lakeview","""Munner, Chinnakanal VillageVia: Suryanelli, Idukki District - 685618, KERALA"""," KERALA","04868-249290-91","04868-249227","gm.munnar@clubmahindra.com","www.clubmahindra.com","5 Star",38.0
"The Quilon Beach Hotel","""Beach Kollam-691001, Kollam, KERALA"""," KERALA",4742769999.0,4742749009.0,"crs@qresorts.in","NA","5 Star",95.0
"The Elephant Court","""Off Kumily - Thekkady RoadThekkady P.O., Kumily - 685 536, Idukki District, KERALA"""," KERALA","04869-224696,224697,","04869-224238","info@theelephantcourt.com","www.theelephantcourt.com","5 Star",64.0
"Turtle On The Beach","""VPI/43ITDC Road, Kovalam, Trivandrum - 685 527, KERALA"""," KERALA","0471-2514000","0471-2514001","info.turtle@thrhotels.com","www.turtleonthebeach.com","5 Star",44.0
"Casino Hotel","""Willingdon Island, Cochin - 682 003, KERALA"""," KERALA","0484-2668421-2666821","0484-2668001","casinohotel@cghearth.com","www.cghearth.com","5 Star",67.0
"Trident, Cochin","""Bristow RoadWillingdon Island, Cochin - 682003, KERALA"""," KERALA",4843081000.0,4843081002.0,"reservations@tridenthotels.com","www.tridenthotels.com","5 Star",85.0
"The Gateway Hotel -Ernakulam","""Marine DriveErnakulam, Kochi - 682 011, KERALA"""," KERALA","0484-2371471, 667330","0484-2371481, 667344","gateway.ernakulam@tajhotels.com","www.thegatewayhotels.com","5 Star",108.0
"Kadavu Resort & Ayurveda Centre","""NH-17, Calicut Bye Pass Road, Azhijilam P.O., near Feroke CollegeCalicut - 673632, (A Division of Yenkay complex Pvt. Ltd.), KERALA"""," KERALA","0483-2830023,027,570","0483-2830575","info@kadavuresorts.com","www.kadavuresorts.com","5 Star",72.0
"The Muthoot Plaza Hotel","""Punnen Road, Thiruvananthapuram - 695039, KERALA"""," KERALA","0471-2337733","0471-2337734","gmtmp@sarovarhotels.com","www.sarovarhotels.com","5 Star",57.0
"Taj Residency - Trivandrum","""T.C. No. 24/1987 (2)C.V. Raman Pillai Road, Thyeaud, Thiruvananthapuram - 695014, KERALA"""," KERALA","0471-6612345","0471-6612121","taj.trivandrum@tajhotels.com","www.tajhotels.com","5 Star",137.0
"Hotel Ramada -  Khajuraho","""(Owned By Jagdish Shanti Hotel Pvt. Ltd.)Airport Road, Khajuraho - 471606, MADHYA PRADESH""","MADHYA PRADESH","07686-272302-03","07686-272304","reservations@ramadahotelkhajuraho.com","www.ramadahotelkhajuraho.com","5 Star",82.0
"Radisson Jass Hotel","""By Pass RoadKhajuraho, Dist Chattarpur, MADHYA PRADESH""","MADHYA PRADESH","07686272344/274461",7686272345.0,"reservations@radissionkhajuraho.com","www.radisson.com","5 Star",90.0
"Grand Sarovar Premiere","""Junction of Veer Savarkar Flyover &S.V. Road, Goregaon (West)-400062, MAHARASHTRA""","MAHARASHTRA","0224215 8000/2871 80","0222871 8001","gm@grandsarovar.com/gsp@sarovarhotels.com","www.grandsarovar.com","5 Star",98.0
"Hotel Meluha","""Building 7, Sector-V, Central Avenue Hiranandani Gardens Powai, Mumbai, MAHARASHTRA""","MAHARASHTRA",2225755555.0,2225755566.0,"sam@meluhafernhotel.com","NA","5 Star",141.0
"Hotel Tunga Regency Pvt.Ltd. ","""PLOT NO-37, SECTOR 30-A, VASHI , NAVI MUMBAI , Mumbai , MAHARASHTRA""","MAHARASHTRA",2266801818.0,2266801800.0,"www.tungahotels.com","NA","5 Star",92.0
"Ramada Plaza Palm Grove","""Juhu Beach, Mumbai - 400049, MAHARASHTRA""","MAHARASHTRA","022-26112323","022-26113682/2611064","palmgrove@krahejahospitality.com","www.ramadainternational.com","5 Star",115.0
"The Shalimar Hotel ","""August Kranti Marg , Mumbai , MAHARASHTRA""","MAHARASHTRA",2266641000.0,2266641010.0,"theshalimarhotel@vsnl.com","www.theshalimarhotel.com","5 Star",65.0
"THE PRIDE HOTEL ","""OPP. AIRPORT WARDHA ROAD , Nagpur , MAHARASHTRA""","MAHARASHTRA",7122291102.0,7122290440.0,"PRIDE_NGP@SANCHARNET.COM","WWW.PRIDEGROUP.NET","5 Star",93.0
"Four Points By Sheraton","""S.No.197/3, Nagar Road,Viman Nagar, Pune, MAHARASHTRA""","MAHARASHTRA",2039406699.0,2030930930.0,"fo@punefourpoints.com","NA","5 Star",246.0
"Taj Blue Diamond","""11Koregaon Road, Pune - 411001, MAHARASHTRA""","MAHARASHTRA","020-66025555","020-66027755","sandip.mukherjee@tajhotels.com","www.tajhotels.com","5 Star",110.0
"The O Hotel","""Survey No.371Final Plot No.293, Koregaon, Pune - 411001, MAHARASHTRA""","MAHARASHTRA","020-40011000","020-40011009","info@ohotelsindia.com","www.ohotelsindia.com","5 Star",111.0
"Taj Residency - Aurangabad","""8-N-12CIDCO RAUZA BAGH, Aurangabad, MAHARASHTRA""","MAHARASHTRA",2406613737.0,2406613939.0,"residency.aurangabad@tajhotels.com","NA","5 Star",64.0
"Hotel Sea Princess ","""969 Juhu Beach , Mumbai , MAHARASHTRA""","MAHARASHTRA",2226611111.0,2226611144.0,"seaprincess@vsnl.com","NA","5 Star",108.0
"The Gateway Hotel","""P-17, MIDC Ambad MumbaiMumbai - Agra Road, Nashik, MAHARASHTRA""","MAHARASHTRA",2535604499.0,2535603366.0,"residency.nashik@tajhotels.com","tajhotels.com","5 Star",70.0
"Hotel Parc Estique","""Viman NagarNagar Road, Pune - 411014, MAHARASHTRA""","MAHARASHTRA",2041004100.0,2041004111.0,"cmd@parcestique.com/info@parcestique.com","www.estiquehotels.com","5 Star",116.0
"Radisson Windsor Hotel ","""Windsor Fountain G.T. Road, Near BMC Chowk , Jalandhar , PUNJAB""","PUNJAB",1814671234.0,815082233.0,"radjal@vsnl.com","NA","5 Star",62.0
"Majestic Park Plaza ","""P.O. BOX NO 333 BHAI BALA CHOWK, FEROZEPUR ROAD. , Ludhiana , PUNJAB""","PUNJAB",1612773000.0,1612771888.0,"www.fhraI.com","NA","5 Star",117.0
"Hotel Mansingh","""Sansar Chandra Road, Jaipur, RAJASTHAN""","RAJASTHAN","01412378771, 511, 77",1412377582.0,"sales.jpr@mansinghhotels.com","NA","5 Star",95.0
"Hotel Trident, Jaipur","""Amber Fort RoadOpp. Jal Mahal, Jaipur, RAJASTHAN""","RAJASTHAN","0141-2670101","0141-2670303","reservations@tridenthotels.com","www.tridenthotels.com","5 Star",134.0
"Fortune Select Metropolitan - Jaipur","""Fortune Select Metropolitan, Nehru Sahkar Bhawan,C-Scheme, Bias Godam Circle, Jaipur, RAJASTHAN""","RAJASTHAN",9.1141309901e+11,9.11413099099e+11,"metropolitan@fortunehotels.in","NA","5 Star",90.0
"Chokhi Dhani","""The Ethntic Village Resort12 Miles, Via Vatika, Tonk Road, Jaipur - 303905, RAJASTHAN""","RAJASTHAN","0141-2770555-56","0141-2770558","resort@chokhidhani.com","www.chokhidhani.com","5 Star",97.0
"Inder Residency","""(A Unit of Seasons Hotels Pvt. Ltd.)Goverdhan Vilas, Shikarbadi Road, Ekling Nagar, Udaipur - 313 001, RAJASTHAN""","RAJASTHAN","0294-2489888","0294-2488733","seasonshotel@gmail.com","www.inderresidency.in","5 Star",144.0
"Denzong Regency","""Cherry Banks,Development Area, Gangtok, SIKKIM""","SIKKIM",3592201565.0,35922012568.0,"welcomheritage_denzongregency@hotmail.com","denzongregency.com","5 Star",25.0
"The Gateway Hotel Pasumalai Madurai","""(formerly known as Taj Garden Retreat Madurai)40 T.P.K. Road, Pasumalai, Madurai - 625 004, TAMIL NADU""","TAMIL NADU","0452-6633000","0452-6633081","gateway.madurai@tajhotels.com","www.thegatewayhotels.com","5 Star",63.0
"Radisson Hotel GRT","""G S T Road St Thomas Mount Chennai, Chennai, TAMIL NADU""","TAMIL NADU",4422310101.0,4422310202.0,"reservations@radissongrt.com","NA","5 Star",101.0
"Trident - Chennai","""1/24, GST RoadMeenambakkam, TAMIL NADU""","TAMIL NADU","044-22344747","044-22346699","reservations@tridenthotels.com","www.tridenthotels.com","5 Star",167.0
"Hotel Clarks Shiraz","""54Taj Road, Agra - 282001, UTTAR PRADESH""","UTTAR PRADESH","0562-2226121-27","0562-2226128","info@hotelclarksshiraz.com/resv@hotelclarks.in","www.hotelclarksshiraz.com","5 Star",237.0
"Hotel Trident - Agra","""Fatehabad Road, Agra, UTTAR PRADESH""","UTTAR PRADESH",5622235000.0,5622231812.0,"reservations@tridenthotels.com","NA","5 Star",138.0
"Country Inn & Suites by Carlson.","""64/6, Site - IVSahibabad, (Distt. Ghaziabad) - 201 010, UTTAR PRADESH""","UTTAR PRADESH","0120-4180000","0120-4180088","info@cissahibabad.in","www.countryinns.com","5 Star",216.0
"Radisson Hotel Varanasi","""The Mall Cantonment, Varanasi Uttar Pradesh, Varanasi, UTTAR PRADESH""","UTTAR PRADESH",5422501515.0,5422501516.0,"reservations@radissonvns.com","NA","5 Star",116.0
"The Gateway Hotel, Agra","""Taj GanjFatehabad Road, Agra - 282001, UTTAR PRADESH""","UTTAR PRADESH",5626602000.0,5622232420.0,"tajview.agra@tajhotels.com/gateway.agra@tajhotels.com","www.tajhotels.com","5 Star",100.0
"Hotel Hindusthan International","""235/1A.J.C. Bose Road, Kolkata - 700020, WEST BENGAL""","WEST BENGAL","033-40018000-4001808","033-22800111","reservation@hindusthan.com","www.hhihotels.com","5 Star",184.0
"Swissotel Kolkata Neotia Vista","""M/s Swissotel Kolkata Neotia Vista City Center New Town Action Area 2/DPlot No. 11/5 New Town Rajarhat, Kolkata, WEST BENGAL""","WEST BENGAL",9.13366266666e+11,"","subrata.sarkar@swissotel.com","www.swissotel.com","5 Star",147.0
"The Golkonda","""(A Unit of Golkonda Hospitality Services & REsorts Ltd.) 10-1-124Masab Tank, Hyderabad, ANDHRA PRADESH""","ANDHRA PRADESH",8246660420.0,8246660585.0,"gateway.mangalore@tajhotels.com","NA","4 Star",94.0
"Palm Beach Hotel","""Beach Road, Visakhapatnam - 530 023, ANDHRA PRADESH""","ANDHRA PRADESH","0891-2754026/27","0891-2731036","info@palmbeachhotel.in","www.palmbeachhotel.in","4 Star",44.0
"QUALITY INN DV MANOR","""40-1-47, M.G.ROADVENKATESHWARA PURAM, Vijayawada, ANDHRA PRADESH""","ANDHRA PRADESH",866474455.0,866483170.0,"info@hoteldvmanor.com","NA","4 Star",115.0
"Best Western Amrutha Castle","""5-9-16, SaifabadOpp. Secretariat, Hyderabad - 500063, ANDHRA PRADESH""","ANDHRA PRADESH","040-66633888","040-66828222","info@bestwesternamruthacastle.com","www.bestwesternamruthacastle.com","4 Star",90.0
"Hotel Green Park","""(A Division of Diana Hotels Ltd.)7-1-26, Greenlands, Begumpet, Hyderabad - 500016, ANDHRA PRADESH""","ANDHRA PRADESH","040-66515151",4023757677.0,"hyd@hotelgreenpark.com","hotelgreenpark.com","4 Star",149.0
"Hotel Raj Mahal","""A.T. RoadPaltan Bazar, Guwahati - 781001, ASSAM""","ASSAM","0361-2549141","0361-2639282","info@hotelrajmahal.in/hotelrajmahal@vsnl.net","www.hotelrajmahal.in","4 Star",71.0
"Hotel Natraj","""H.S. Road, Dibrugarh - 786001, ASSAM""","ASSAM","0373-2327275","0373-2321375","hotelnatraj09@gmail.com","NA","4 Star",20.0
"Hotel The Royal Plaza","""(A Unit of Hotel Queen Road Pvt. Ltd.)19, Ashoka Road, New Delhi-110001, DELHI""","DELHI",1143555555.0,1143555556.0,"reservations@hoteltheroyalplaza.com/info@hoteltheroyalplaza.com","www.hoteltheroyalplaza.com","4 Star",419.0
"Hotel City Park","""3/4, K/P BLOCK PITAMPURA, New Delhi, DELHI""","DELHI",1125468230.0,1127310110.0,"hotelcitypark@vsnl.net","NA","4 Star",58.0
"Hotel Diplomat","""9, Sardar Patel MargDiplomatic Enclave, New Delhi, DELHI""","DELHI",1123010204.0,1123018605.0,"","NA","4 Star",25.0
"Maidens Hotel","""7Sham Nath Marg, New Delhi - 110054, DELHI""","DELHI","011-23975464","011-23980771","reservations@oberoigroup.com","www.maidenshotel.com","4 Star",55.0
"The Connaught","""37Shaheed Bhagat Singh Marg, New Delhi - 110001, DELHI""","DELHI","011-23364225","011-23340757","theconnaughtnewdelhi@yahoo.com","www.theconnaughtnewdelhi.com","4 Star",79.0
"Hotel Vikram","""Ring Road, Lajpat Nagar, New Delhi, DELHI""","DELHI",1146515151.0,1146515152.0,"info@hotelvikram.com","NA","4 Star",68.0
"Lazylagoon Sarovar Portico Suites","""(Unit of Aqua Resorts & Spa Pvt. Ltd.)Baga - Arpora, Bardez - 403518, GOA""","GOA","0832-2281520","0832-2281527","gmgpo@sarovarhotels.com","www.sarovarhotels.com","4 Star",39.0
"Sun Village Resort","""SaquawadiBaga-Arpora Bardez, GOA""","GOA",8322279409.0,8322279415.0,"sun-village@desouzahotels.com","NA","4 Star",135.0
"WHISPERING PALMS BEACH RESORT","""SINQUERIM BEACH, WADDICANDOLIM, BARDEZ-GOA, GOA""","GOA",4712485766.0,4712481578.0,"info@whisperingpalms.com","NA","4 Star",197.0
"The Metropole Hotel","""(Unit of Majestic Projects Pvt. Ltd.)Near R.T.O. Circle, Subhash Bridge Corner, Ahmedabad - 380027, ""","GUJARAT","079-30130200","079-30130208","info@themetropolehotel.co.in","www.themetropolehotel.co.in","4 Star",70.0
"Hotel Fortune Palace","""Near Digjam CircleAirport Road, Jamnagar - 361 008, GUJARAT""","GUJARAT","0288-2720291","0288-2720296","hotelfortunepalace@yahoo.com","www.hotelfortunepalace.in","4 Star",45.0
"Fortune Inn Haveli","""Plot No. 235,Sector - 11, Gandhinagar, GUJARAT""","GUJARAT",7939884422.0,7939842121.0,"haveli@fortunehotels.in","www.fortunehotels.in","4 Star",84.0
"Hotel The Grand Bhagwati","""Opp. GurudwaraBodakdev, S.G. Highway, Ahmedabad - 380 054, GUJARAT""","GUJARAT",7926841000.0,7926840915.0,"info@thegrandbhagwati.com","www.thegrandbhagwati.com","4 Star",37.0
"Optus Sarovar Premiere Hotel","""SCO 43-47Sector - 28, City Centre, Gurgaon - 122002, ""","HARYANA","0124-4887777","0124-4887788","spg@sarovarhotels.com","www.sarovarhotels.com","4 Star",80.0
"Park Premier","""359-357Sector - 29, Gurgaon - 122 001, HARYANA""","HARYANA","0124-4604600","0124-4604666","info@parkpremierhotels.com","www.parkpremierhotels.com","4 Star",94.0
"The Bella Vista","""SM 8, City Centre,Sector 5, Panchkula, HARYANA""","HARYANA",1725064848.0,1725023802.0,"sales@bellavista.in","NA","4 Star",49.0
"Fortune Select Global","""2nd Floor, Global ArcadeM.G. Road, Gurgaon, HARYANA""","HARYANA","0124-4196666","0124-4062388","global@fortunehotels.in","www.fortunehotelsin","4 Star",83.0
"Courtyard By Marriott","""Plot No. 27 BSector Road, Sushant Lok - 1, Sector - 27, Gurgaon - 122 002, HARYANA""","HARYANA","0124-4888444","0124-4888222","www.courtyardmarriottgurgaon.com","NA","4 Star",198.0
"Fortune Park J.P.Celestial","""No 5/43, Seshadri RoadNear Race Course Road, Bangalore-09, KARNATAKA""","KARNATAKA",8040441234.0,8041476060.0,"jpcelestial@fortunehotels.in","www.fortunehotels.in","4 Star",130.0
"The Gatwway Hotel - Chikmagalur","""KM RoadJyothi Nagar, Chikmagalur - 577102, KARNATAKA""","KARNATAKA","08262-660660-61","08262-660666","gateway.chikmagalur@tajhotels.com","www.thegatewayhotels.com","4 Star",29.0
"Raj Residency","""Near New bus standAlamipally, Kanhangad, KERALA""","KERALA",4672208444.0,4672217294.0,"rajgrouphotels@gmail.com","rajgrouphotels.com","4 Star",198.0
"Hotel Maurya Rajadhani","""Stat GL,Hospital Road Statue, Trivandrum, KERALA""","KERALA",4712472299.0,4712472299.0,"maurya@rajadhanihotels.com","NA","4 Star",39.0
"Keys Hotels","""Sy. No. 2863/1Opp. Fire & Rescue Services Housing Board junction, Trivandrum, KERALA""","KERALA",4713944100.0,4713983800.0,"reservations.thiruvananthapuram@keyshotels.com","keyshotels.com","4 Star",101.0
"Hotel Blue Nile","""S.N. Park Road, Kannur - 670 001, KERALA""","KERALA","0497-2760077, 276478","0497-2768844","mail@hotelbluenile.com","www.hotelbluenile.com","4 Star",39.0
"Hotel Amruthaa International","""No. CC 41/2884St. Benedict Road, Ernakulam, Kochi - 682 018, KERALA""","KERALA","0484-2398222-4192222","0484-4050551","amruthaainternational@gmail.com","NA","4 Star",26.0
"Fragrant Nature Retreat and Resort Pvt. Ltd.","""Building No. CPI/07-20A,Nedungolam P.O., Paravur, Kollam, KERALA""","KERALA",4742514000.0,4742518021.0,"enquiries@fragrantnature.com","www.fragrantnature.com","4 Star",18.0
"Hotel Presidency","""Paramara Road Ernakulam Town, Kochi, KERALA""","KERALA",4842394300.0,4842393222.0,"presid@vsnl.com","NA","4 Star",49.0
"Hotel Raj Regency","""Chelakkara road,Pazhayannur, Thrissur, KERALA""","KERALA",4884226877.0,4884666977.0,"rajregencypnr@gmail.com","NA","4 Star",10.0
"ATS Residency","""Yakkara Branch RoadNear D.P Office, Palakkad, KERALA""","KERALA",4912537477.0,4912523182.0,"info@atshotels.com","atsresidency.com","4 Star",20.0
"The Royale Gardens","""Nangiarkulangara P.O.Haripad - Alleppey District, Kerala - 690513, KERALA""","KERALA","0479-2404000","0479-2404999","info@theroyalegardens.com","www.theroyalegardens.com","4 Star",34.0
"Hotel Srivatsa Regency","""Pittupeedika, Main Road,Koduvayur, Palakkad, KERALA""","KERALA",4923251119.0,4923254119.0,"hotelsrivatsaregency@gmail.com","www.hotelsrivatsaregency.com","4 Star",12.0
"Hotel Hills Park","""Kumbazha Road,Pathanamthitta,District, Kerala, KERALA""","KERALA",4682226262.0,"NA","hotelhillspark@gmail.com","NA","4 Star",15.0
