"23","Coke, refined petroleum products & nuclear fuel","","","","","","","","","","","","","","","","","","","","","","","","",""
"24","Chemicals and chemical products","","","","","","","","","","","","","","","","","","","","","","","","",""
"25","Rubber and plastics products","","","","","","","","","","","","","","","","","","","","","","","","",""
"26","Other non-metallic mineral products","","","","","","","","","","","","","","","","","","","","","","","","",""
"27","Basic metals","","","","","","","","","","","","","","","","","","","","","","","","",""
"28","Fabricated metal products, except machinery & equipment","","","","","","","","","","","","","","","","","","","","","","","","",""
"29","Machinery and equipment n.e.c.","","","","","","","","","","","","","","","","","","","","","","","","",""
"30","Office, accounting & computing machinery","","","","","","","","","","","","","","","","","","","","","","","","",""
"31","Electrical machinery & apparatus n.e.c.","","","","","","","","","","","","","","","","","","","","","","","","",""
"32","Radio, TV and communication equipment & apparatus","","","","","","","","","","","","","","","","","","","","","","","","",""
"33","Medical, precision & optical instruments, watches and clocks","","","","","","","","","","","","","","","","","","","","","","","","",""
"34","Motor vehicles, trailers & semi-trailers","","","","","","","","","","","","","","","","","","","","","","","","",""
"35","Other transport equipment","","","","","","","","","","","","","","","","","","","","","","","","",""
"36","Furniture; manufacturing n.e.c.","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","","","","","","","","","","","","","","","","","","","","","",""
"*Industry codes are as per National Industrial Classification 2004","","","","","","","","","","","","","","","","","","","","","","","","","",""
